countryCode,etlTable,canonicalName,etlFingerPrint,legalStatus,id
,organisation,MINISTERIO DE EXTERIORES DE HUNGRÍA,MINISTERIO DE EXTERIORES DE HUNGRÍA,,18203
,organisation,Junta de Extremadura,JUNTA DE EXTREMADURA,,18204
,organisation,UNIVERSIDAD DE EXTREMADURA,UNIVERSIDAD DE EXTREMADURA,,18205
,organisation,CAJA DUERO,CAJA DUERO,,18206
,organisation,Land & Forstbetriebe Österreich,Land&Forst Betriebe Österreich,,18207
,organisation,WIRE,WIRE,,18208
,organisation,SVOL,SVOL,,18209
,organisation,Arbeitsgemeinschaft der Grundbesitzerverbände,Arbeitsgemeinschaft der Grundbesitzerverbände,,18210
,organisation,Danske Godser og Herregårde - DGH,Danske godser og herregarde,,18211
,organisation,SAF – Agriculteurs de France,SAF-agriculteurs de France,,18212
,organisation,Country Land and Business Association - CLA,CLA - Country Land and Business Association,,18213
,organisation,AGRYA,AGRYA,,18214
,organisation,Federazione Nazionale della Proprietà Fondiaria,Federazione Nazionale della proprieta fondiaria,,18215
,organisation,Lithuanian Landowners Union,Lithuanian Landowners Union,,18216
,organisation,Latvian Forest Owner's Association,Latvian Forest Owner's Association,,18217
,organisation,European Historical Houses Association,European Historical Houses Association,,18218
,organisation,Toisen asteen ammatilliset oppilaitokset,Toisen asteen ammatilliset oppilaitokset,,18219
,organisation,Ammattikorkeakoulut,Ammattikorkeakoulut,,18220
,organisation,Tranfrigoroute Belgium,Tranfrigoroute Belgium,,18221
,organisation,Tranfrigoroute Switzerland,Tranfrigoroute Switzerland,,18222
,organisation,Transfrigoroute Deutschland,Transfrigoroute Deutschland,,18223
,organisation,Tranfrigoroute Denmark,Tranfrigoroute Denmark,,18224
,organisation,Transfrigoroute Espana,Transfrigoroute Espana,,18225
,organisation,Tranfrigoroute  France,Tranfrigoroute  France,,18226
,organisation,Tranfrigoroute UK,Tranfrigoroute UK,,18227
,organisation,Tranfrigoroute Hellas,Tranfrigoroute Hellas,,18228
,organisation,Tranfrigoroute Hungary,Tranfrigoroute Hungary,,18229
,organisation,Tranfrigoroute Croatia,Tranfrigoroute Croatia,,18230
,organisation,Tranfrigoroute Italia,Tranfrigoroute Italia,,18231
,organisation,Tranfrigoroute Maroc,Tranfrigoroute Maroc,,18232
,organisation,Tranfrigoroute Holland,Tranfrigoroute Holland,,18233
,organisation,Tranfrigoroute Romania,Tranfrigoroute Romania,,18234
,organisation,Tranfrigoroute Serbia,Tranfrigoroute Serbia,,18235
,organisation,Tranfrigoroute Slovenija,Tranfrigoroute Slovenija,,18236
,organisation,Tranfrigoroute Slovakia,Tranfrigoroute Slovakia,,18237
,organisation,Tranfrigoroute Norge,Tranfrigoroute Norge,,18238
,organisation,Belgia Confederation os Anglers-Féd.Sportive Pecheurs Francoph.Belgiqu,Belgia Confederation os Anglers-Féd.Sportive Pecheurs Francoph.Belgiqu,,18239
,organisation,Cesky Rybársky Svaz (CRS),Cesky Rybársky Svaz (CRS),,18240
,organisation,Deutscher Anglerverband (DAV),Deutscher Anglerverband (DAV),,18241
,organisation,Fédération Nationale de la Peche Francaise (FNPF),Fédération Nationale de la Peche Francaise (FNPF),,18242
,organisation,Magyar Országos Horgász Szövetség (MOHOSZ),Magyar Országos Horgász Szövetség (MOHOSZ),,18243
,organisation,Polski Zwiazek Wedkarski (PZW),Polski Zwiazek Wedkarski (PZW),,18244
,organisation,Slovensky Rybarsky Zvaz (SRZ),Slovensky Rybarsky Zvaz (SRZ),,18245
,organisation,Verband der Österreichischer Arbeiter-Fischerei Vereine (VÖAFV),Verband der Österreichischer Arbeiter-Fischerei Vereine (VÖAFV),,18246
,organisation,Croatian Association of Sport Fishing Societies,Croatian Association of Sport Fishing Societies,,18247
,organisation,Federazione Italiana della Pesca Sportiva,Federazione Italiana della Pesca Sportiva,,18248
,organisation,Consorzio Mediterraneo,Consorzio Mediterraneo,,18249
,organisation,Cirspe,Cirspe,,18250
,organisation,ICR,ICR,,18251
,organisation,ABDR,ABDR,,18252
,organisation,ACCESS COPYRIGHT,ACCESS COPYRIGHT,,18253
,organisation,AIDRO,AIDRO,,18254
,organisation,AUTOR,AUTOR,,18255
,organisation,BBDA,BBDA,,18256
,organisation,B COPY,B COPY,,18257
,organisation,BONUS PRESSKOPIA,BONUS PRESSKOPIA,,18258
,organisation,CADRA,CADRA,,18259
,organisation,CAL,CAL,,18260
,organisation,CCC,CCC,,18261
,organisation,CDR,CDR,,18262
,organisation,CEDRO,CEDRO,,18263
,organisation,CEMPRO,CEMPRO,,18264
,organisation,CFC,CFC,,18265
,organisation,CLA,CLA,,18266
,organisation,CLASS,CLASS,,18267
,organisation,CLL,CLL,,18268
,organisation,COLCCMA,COLCCMA,,18269
,organisation,COPIBEC,COPIBEC,,18270
,organisation,COPYDAN WRITING,COPYDAN WRITING,,18271
,organisation,COPYGHANA,COPYGHANA,,18272
,organisation,COPYRO,COPYRO,,18273
,organisation,COPYRUS,COPYRUS,,18274
,organisation,COSOMA,COSOMA,,18275
,organisation,DALRO,DALRO,,18276
,organisation,FILCOLS,FILCOLS,,18277
,organisation,FJOLIS,FJOLIS,,18278
,organisation,FJOLRIT,FJOLRIT,,18279
,organisation,HARR,HARR,,18280
,organisation,HKRRLS,HKRRLS,,18281
,organisation,ICLA,ICLA,,18282
,organisation,IRRO,IRRO,,18283
,organisation,JAACC,JAACC,,18284
,organisation,JAMCOPY,JAMCOPY,,18285
,organisation,JRRC,JRRC,,18286
,organisation,KOPIKEN,KOPIKEN,,18287
,organisation,KOPINOR,KOPINOR,,18288
,organisation,KOPIOSTO,KOPIOSTO,,18289
,organisation,KOPITAN,KOPITAN,,18290
,organisation,KRTRA,KRTRA,,18291
,organisation,LITERAR MECHANA,LITERAR MECHANA,,18292
,organisation,LUXORR,LUXORR,,18293
,organisation,MASA,MASA,,18294
,organisation,OSDEL,OSDEL,,18295
,organisation,PROLITTERIS,PROLITTERIS,,18296
,organisation,REPROBEL,REPROBEL,,18297
,organisation,REPRONIG,REPRONIG,,18298
,organisation,SADEL,SADEL,,18299
,organisation,SAZOR,SAZOR,,18300
,organisation,SIAE,SIAE,,18301
,organisation,SOCILADRA,SOCILADRA,,18302
,organisation,STICHTING REPRORECHT,STICHTING REPRORECHT,,18303
,organisation,TTRRO,TTRRO,,18304
,organisation,VGBILKUNST,VGBILKUNST,,18305
,organisation,VGWORT,VGWORT,,18306
,organisation,VIETRRO,VIETRRO,,18307
,organisation,YRCI,YRCI,,18308
,organisation,ZARRSO,ZARRSO,,18309
,organisation,ZIMCOPY,ZIMCOPY,,18310
,organisation,AMCOS,AMCOS,,18311
,organisation,SEAM,SEAM,,18312
,organisation,SEMU,SEMU,,18313
,organisation,VGMUSIKEDITION,VGMUSIKEDITION,,18314
,organisation,CWWCS,CWWCS,,18315
,organisation,DHK,DHK,,18316
,organisation,DILIA,DILIA,,18317
,organisation,IPRO,IPRO,,18318
,organisation,KOPIPOL,KOPIPOL,,18319
,organisation,LATGA A,LATGA A,,18320
,organisation,LIBRIUS,LIBRIUS,,18321
,organisation,LITA,LITA,,18322
,organisation,NLA,NLA,,18323
,organisation,NLI,NLI,,18324
,organisation,POLSKA KSIAZKA,POLSKA KSIAZKA,,18325
,organisation,SAMIKOPIIJA,SAMIKOPIIJA,,18326
,organisation,ZANA,ZANA,,18327
,organisation,ADAGP,ADAGP,,18328
,organisation,AIP,AIP,,18329
,organisation,ASMP,ASMP,,18330
,organisation,BUS,BUS,,18331
,organisation,DACS,DACS,,18332
,organisation,GAG,GAG,,18333
,organisation,OOA-S,OOA-S,,18334
,organisation,STICHTING PICTORIGHT,STICHTING PICTORIGHT,,18335
,organisation,VEGAP,VEGAP,,18336
,organisation,VISARTA,VISARTA,,18337
,organisation,VISCOPY,VISCOPY,,18338
,organisation,SOFIA,SOFIA,,18339
,organisation,ACA,ACA,,18340
,organisation,ALCS,ALCS,,18341
,organisation,ALIS,ALIS,,18342
,organisation,ASSUCOPIE,ASSUCOPIE,,18343
,organisation,AUTHORS GUILD,AUTHORS GUILD,,18344
,organisation,DJU,DJU,,18345
,organisation,DJV,DJV,,18346
,organisation,GPA DJP,GPA DJP,,18347
,organisation,KOSA,KOSA,,18348
,organisation,LIRA,LIRA,,18349
,organisation,NUJ,NUJ,,18350
,organisation,NWU,NWU,,18351
,organisation,SAJ-JAM,SAJ-JAM,,18352
,organisation,SAS,SAS,,18353
,organisation,SCAM,SCAM,,18354
,organisation,SPA,SPA,,18355
,organisation,TAA,TAA,,18356
,organisation,UFW,UFW,,18357
,organisation,VLCC,VLCC,,18358
,organisation,AAP,AAP,,18359
,organisation,CANIEM,CANIEM,,18360
,organisation,CPC,CPC,,18361
,organisation,JBPA,JBPA,,18362
,organisation,PA,PA,,18363
,organisation,PASA,PASA,,18364
,organisation,PLS,PLS,,18365
,organisation,SNE,SNE,,18366
,organisation,TBPAI,TBPAI,,18367
,organisation,ENPA,ENPA,,18368
,organisation,EVA,EVA,,18369
,organisation,EWC,EWC,,18370
,organisation,FAEP,FAEP,,18371
,organisation,FEP-FEE,FEP-FEE,,18372
,organisation,FIPP,FIPP,,18373
,organisation,FIT,FIT,,18374
,organisation,ICOGRADA,ICOGRADA,,18375
,organisation,IFJ,IFJ,,18376
,organisation,IPA,IPA,,18377
,organisation,PDLN,PDLN,,18378
,organisation,PYRAMIDE,PYRAMIDE,,18379
,organisation,STM,STM,,18380
,organisation,AGECOP,AGECOP,,18381
,organisation,Koo,Koo,,18382
,organisation,OEFSE,OEFSE,,18383
,organisation,11.11.11,11.11.11,,18384
,organisation,Broederlijk Delen,Broederlijk Delen,,18385
,organisation,CNCD,CNCD,,18386
,organisation,Development Research Centre,Development Research Centre,,18387
,organisation,Ekumenicka akademie Praha,Ekumenicka akademie Praha,,18388
,organisation,IBIS,IBIS,,18389
,organisation,MS ActionAid Denmark,MS ActionAid Denmark,,18390
,organisation,Dan Church Aid,Dan Church Aid,,18391
,organisation,Kepa,KEPA,,18392
,organisation,CCFD,CCFD,,18393
,organisation,OXFAM France,Oxfam France- Agir Ici,,18394
,organisation,Plate-forme dette et développement,Plate-forme dette et développement,,18395
,organisation,Vision du Monde,Vision du Monde,,18396
,organisation,Erlassjahr,Erlassjahr,,18397
,organisation,WEED,WEED,,18398
,organisation,Debt and Development Coalition,Debt and Development Coalition,,18399
,organisation,Trócaire,Trocaire,,18400
,organisation,Campagna per la Riforma de la Banca Mondiale,Campagna per la Riforma de la Banca Mondiale,,18401
,organisation,ASTM - Action Solidarité Tiers Monde,ASTM - Action Solidarité Tiers Monde,,18402
,organisation,Both Ends,Both Ends,,18403
,organisation,Cordaid,Cordaid,,18404
,organisation,OIKOS,OIKOS,,18405
,organisation,Wemos,WEMOS,,18406
,organisation,Norwegian Church Aid,Norwegian Church Aid,,18407
,organisation,Slug,Slug,,18408
,organisation,Institute of Global Responsibility,Institute of Global Responsibility,,18409
,organisation,Ekvilib institute,Ekvilib institute,,18410
,organisation,InspirAction,InspirAction,,18411
,organisation,Intermón Oxfam,Intermon Oxfam,,18412
,organisation,Observatori del deute en la globalitzacio,Observatori del deute en la globalitzacio,,18413
,organisation,Afrikagrupperna,Afrikagrupperna,,18414
,organisation,Church of Sweden Aid,Church of Sweden Aid,,18415
,organisation,Diakonia,Diakonia,,18416
,organisation,Forum Syd,Forum Syd,,18417
,organisation,Aktion Finanzplatz Schweiz,Aktion Finanzplatz Schweiz,,18418
,organisation,Berne Declaration,Berne Declaration,,18419
,organisation,Jubilee Debt Campaign,Jubilee Debt Campaign,,18420
,organisation,Jubilee Scotland,Jubilee Scotland,,18421
,organisation,New Economics Foundation,New Economics Foundation,,18422
,representative,WATERAID,WaterAid,UK registered Charity,18423
,representative,WORLD DEVELOPMENT MOVEMENT,World Development Movement,Registered company no. 2098198,18424
,organisation,Norwegian Forum for Environment and Development,Norwegian Forum for Environment and Development,,18425
,organisation,Save the Children Norway,Save the Children Norway,,18426
,organisation,ONE Campaign,ONE Campaign,,18427
,organisation,Aktion  Bundesschluss,Aktion  Bundesschluss,,18428
,organisation,Bochumer Initiative Südliches Afrika,Bochumer Initiative Südliches Afrika,,18429
,organisation,Informationsstelle Südliches Afrika,Informationsstelle Südliches Afrika,,18430
,organisation,Koordinierungskreis Mosambik,Koordinierungskreis Mosambik,,18431
,organisation,Mainzer Arbeitskreis Südliches Afrika,Mainzer Arbeitskreis Südliches Afrika,,18432
,organisation,Medico International,medico international,,18433
,organisation,Solidaritätsdienst International,Solidaritätsdienst International,,18434
,organisation,Weltfriedensdienst,Weltfriedensdienst,,18435
,organisation,Welthaus Bielefeld,Welthaus Bielefeld,,18436
,organisation,Zimbabwe Netzwerk,Zimbabwe Netzwerk,,18437
,organisation,Kirchliche Arbeitsstelle Südliches Afrika KASA,Kirchliche Arbeitsstelle Südliches Afrika KASA,,18438
,organisation,World Fair Trade Organization,World Fair Trade Organization,,18439
,organisation,AGATA,AGATA,,18440
,organisation,AISGE,AISGE,,18441
,organisation,APOLLON,APOLLON,,18442
,organisation,BECS,BECS,,18443
,organisation,CREDIDAM,CREDIDAM,,18444
,organisation,DIONYSOS,DIONYSOS,,18445
,organisation,EJI,EJI,,18446
,organisation,ERATO,ERATO,,18447
,organisation,FILMEX,FILMEX,,18448
,organisation,GRAMEX DK,GRAMEX DK,,18449
,organisation,GRAMEX FI,GRAMEX FI,,18450
,organisation,GRAMO,GRAMO,,18451
,organisation,GVL,GVL,,18452
,organisation,HUZIP,HUZIP,,18453
,organisation,INTERGRAM,INTERGRAM,,18454
,organisation,LSG,LSG,,18455
,organisation,NORMA,NORMA,,18456
,organisation,OZIS,OZIS,,18457
,organisation,PI,PI,,18458
,organisation,PLAYRIGHT,PLAYRIGHT,,18459
,organisation,R.A.A.P,R.A.A.P,,18460
,organisation,SAMI,SAMI,,18461
,organisation,SAWP,SAWP,,18462
,organisation,SENA,SENA,,18463
,organisation,SLOVGRAM,SLOVGRAM,,18464
,organisation,SPEDIDAM,SPEDIDAM,,18465
,organisation,STOART,STOART,,18466
,organisation,SWISSPERFORM,SWISSPERFORM,,18467
,organisation,TROMB,TROMB,,18468
,organisation,ZAVOD IPF,ZAVOD IPF,,18469
,organisation,Norske Inkassobyråers Forening,Norske Inkassobyråers Forening,,18470
,organisation,Credit Services Association,Credit Services Association,,18471
,organisation,BDIU Bundesverband Deutscher Inkasso-Unternehmen e.V.,BDIU Bundesverband Deutscher Inkasso-Unternehmen e.V.,,18472
,organisation,NVI,NVI,,18473
,organisation,APERC - Associação Portuguesa das Empresas de Recuperação e Gestão de,APERC - Associação Portuguesa das Empresas de Recuperação e Gestão de,,18474
,organisation,National Association of Professional Collection Agencies,National Association of Professional Collection Agencies,,18475
,organisation,VSI,VSI,,18476
,organisation,AMCC - Asociatia de Management al Creantelor Comerciale,AMCC - Asociatia de Management al Creantelor Comerciale,,18477
,organisation,ABR-BVI,ABR-BVI,,18478
,organisation,Associated Collecting Business of Ukraine,Associated Collecting Business of Ukraine,,18479
,organisation,Asociace inkasnich agentur,Asociace inkasnich agentur,,18480
,organisation,ANCR,ANCR,,18481
,organisation,ESEDA,ESEDA,,18482
,organisation,Unirec,Unirec,,18483
,organisation,PZW,PZW,,18484
,organisation,ANGECO,ANGECO,,18485
,organisation,Svenska Inkassoföreningen,Svenska Inkassoföreningen,,18486
,organisation,ASINS: Asociácia slovenských inkasných spoločností,ASINS: Asociácia slovenských inkasných spoločností,,18487
,organisation,Fédération Artisans du Monde,Fédération Artisans du Monde,,18488
,organisation,Ligue de l'enseignement,Ligue de l'enseignement,,18489
,organisation,Arab Resource Collective,Arab Resource Collective,,18490
,organisation,Baby Milk Organisation,Baby Milk Organisation,,18491
,organisation,BUKO Pharma-Kampagne,BUKO Pharma-Kampagne,,18492
,organisation,Club for Protection of Consumers Interests in Latvia,Club for Protection of Consumers Interests in Latvia,,18493
,organisation,Drug Info Moldova,Drug Info Moldova,,18494
,organisation,Drug Utilization Research Group Armenia,Drug Utilization Research Group Armenia,,18495
,organisation,Déclaration de Berne,Déclaration de Berne,,18496
,organisation,"DIFAM, Germany","DIFAM, Germany",,18497
,organisation,"EKPIZO, Greece","EKPIZO, Greece",,18498
,organisation,Farmaceuticos Mundi,Farmaceuticos Mundi,,18499
,organisation,IBFAN-Gifa,IBFAN-Gifa,,18500
,organisation,"IDDT, U.K,","IDDT, U.K,",,18501
,organisation,"KEPKA, Greece","KEPKA, Greece",,18502
,organisation,KILEN Sweden,KILEN Sweden,,18503
,organisation,La Revue Prescrire,La Revue Prescrire,,18504
,organisation,Physicials for Social Responsibility,Physicials for Social Responsibility,,18505
,organisation,Reseau Medicaments et Developpement,Reseau Medicaments et Developpement,,18506
,organisation,Swissmedic,Swissmedic,,18507
,organisation,MEZIS Germany,MEZIS Germany,,18508
,organisation,Medicus Mundi Switzerland,Medicus Mundi Switzerland,,18509
,organisation,"Wemos, The Netherlands","Wemos, The Netherlands",,18510
,organisation,"Austrian Health Promotion Foundation, Austria","Austrian Health Promotion Foundation, Austria",,18511
,organisation,"Flemish Institute for Health Promotion and Disease Prevention, Belgium","Flemish Institute for Health Promotion and Disease Prevention, Belgium",,18512
,organisation,"National Centre of Public Health Protection, Bulgaria","National Centre of Public Health Protection, Bulgaria",,18513
,organisation,"National Institute of Public Health, Czech Republic","National Institute of Public Health, Czech Republic",,18514
,organisation,"National Board of Health, Denmark","National Board of Health, Denmark",,18515
,organisation,"Department of Health, England","Department of Health, England",,18516
,organisation,"North West Health Office, England","North West Health Office, England",,18517
,organisation,"Kent & Medway NHS and Europe Center, England","Kent & Medway NHS and Europe Center, England",,18518
,organisation,"National Institute for Health Development, Estonia","National Institute for Health Development, Estonia",,18519
,organisation,Finnish Center for Health Promotion,Finnish Centre for Health Promotion,,18520
,organisation,"National Institute for Prevention and Health Education, France","National Institute for Prevention and Health Education, France",,18521
,organisation,"Federal Centre for Health Education, Germany","Federal Centre for Health Education, Germany",,18522
,organisation,"Prolepsis, Greece","Prolepsis, Greece",,18523
,organisation,Hungarian National Institute for Health Development,Hungarian National Institute for Health Development,,18524
,organisation,"Veneto Region, Italy","Veneto Region, Italy",,18525
,organisation,"The Centre of Health Economics, Latvia","The Centre of Health Economics, Latvia",,18526
,organisation,Netherlands Institute for Health Promotion and Disease Prevention,Netherlands Institute for Health Promotion and Disease Prevention,,18527
,organisation,Norwegian Directorate of Health,Norwegian Directorate of Health,,18528
,organisation,"National Institute of Hygiene, Poland","National Institute of Hygiene, Poland",,18529
,organisation,"Institute of Public Health Iasi, Romania","Institute of Public Health Iasi, Romania",,18530
,organisation,"University of Debrecen, Hungary","University of Debrecen, Hungary",,18531
,organisation,NHS Health Scotland,NHS Health Scotland,,18532
,organisation,Public Health Authority of the Slovak Republic,Public Health Authority of the Slovak Republic,,18533
,organisation,"National Institute of Public Health, Slovenia","National Institute of Public Health, Slovenia",,18534
,organisation,"Institute of Public Health, Slovenia","Institute of Public Health, Slovenia",,18535
,organisation,"Ministerio de Sanidad y Consumo, Spain","Ministerio de Sanidad y Consumo, Spain",,18536
,organisation,Wales Centre for Health,Wales Centre for Health,,18537
,organisation,Swedish National Institute of Public Health,Swedish National Institute of Public Health,,18538
,organisation,Stockholm County Council,Stockholm County Council,,18539
,organisation,Health Promotion Switzerland,Health Promotion Switzerland,,18540
,organisation,"Escuela Universitaria de Enfermería y Fisioterapia, Spain","Escuela Universitaria de Enfermería y Fisioterapia, Spain",,18541
,organisation,Netherlands Institute Public Helath and the Environment,Netherlands Institute Public Helath and the Environment,,18542
,organisation,Croatian National Institute of Public Health,Croatian National Institute of Public Health,,18543
,organisation,"National Institute for Health and Welfare, Finland","National Institute for Health and Welfare, Finland",,18544
,organisation,ENAR Austria,ENAR Austria,,18545
,organisation,ENAR Belgium,ENAR Belgium,,18546
,organisation,ENAR Bulgaria,ENAR Bulgaria,,18547
,organisation,ENAR Croatia,ENAR Croatia,,18548
,organisation,ENAR Cyprus,ENAR Cyprus,,18549
,organisation,ENAR CZ Republic,ENAR CZ Republic,,18550
,organisation,ENAR Denmark,ENAR Denmark,,18551
,organisation,ENAR Estonia,ENAR Estonia,,18552
,organisation,ENAR Finland,ENAR Finland,,18553
,organisation,ENAR France,ENAR France,,18554
,organisation,ENAR Germany,ENAR Germany,,18555
,organisation,ENAR Greece,ENAR Greece,,18556
,organisation,ENAR Hungary,ENAR Hungary,,18557
,organisation,ENAR Ireland,ENAR Ireland,,18558
,organisation,ENAR Italy,ENAR Italy,,18559
,organisation,ENAR Latvia,ENAR Latvia,,18560
,organisation,ENAR Lithuania,ENAR Lithuania,,18561
,organisation,ENAR Luxembourg,ENAR Luxembourg,,18562
,organisation,ENAR Malta,ENAR Malta,,18563
,organisation,ENAR Netherlands,ENAR Netherlands,,18564
,organisation,ENAR Poland,ENAR Poland,,18565
,organisation,ENAR Portugal,ENAR Portugal,,18566
,organisation,ENAR Romania,ENAR Romania,,18567
,organisation,ENAR Slovakia,ENAR Slovakia,,18568
,organisation,ENAR Slovenia,ENAR Slovenia,,18569
,organisation,ENAR Spain,ENAR Spain,,18570
,organisation,ENAR Sweden,ENAR Sweden,,18571
,organisation,ENAR UK,ENAR UK,,18572
,organisation,ENAR Iceland,ENAR Iceland,,18573
,organisation,ENAR EU Coordination,ENAR EU Coordination,,18574
,organisation,JEF-Albania,JEF-Albania,,18575
,organisation,JEF-Austria,JEF-Austria,,18576
,organisation,JEF-Belgium,JEF-Belgium,,18577
,organisation,JEF-Bulgaria,JEF-Bulgaria,,18578
,organisation,JEF-Croatia,JEF-Croatia,,18579
,organisation,JEF-Denmark,JEF-Denmark,,18580
,organisation,JEF-Finland,JEF-Finland,,18581
,organisation,JEF-France,JEF-France,,18582
,organisation,JEF-Germany,JEF-Germany,,18583
,organisation,JEF-Greece,JEF-Greece,,18584
,organisation,JEF-Hungary,JEF-Hungary,,18585
,organisation,JEF-Italy,JEF-Italy,,18586
,organisation,JEF-Kosovo,JEF-Kosovo,,18587
,organisation,JEF-Latvia,JEF-Latvia,,18588
,organisation,JEF-Lithuania,JEF-Lithuania,,18589
,organisation,JEF-Macedonia,JEF-Macedonia,,18590
,organisation,JEF-Malta,JEF-Malta,,18591
,organisation,JEF-Moldova,JEF-Moldova,,18592
,organisation,JEF-Norway,JEF-Norway,,18593
,organisation,JEF-Portugal,JEF-Portugal,,18594
,organisation,JEF-Romania,JEF-Romania,,18595
,organisation,JEF-Serbia,JEF-Serbia,,18596
,organisation,JEF-Slovakia,JEF-Slovakia,,18597
,organisation,JEF-Spain,JEF-Spain,,18598
,organisation,JEF-Sweden,JEF-Sweden,,18599
,organisation,JEF-Switzerland,JEF-Switzerland,,18600
,organisation,JEF-UK,JEF-UK,,18601
,organisation,JEF-Czech Republic,JEF-Czech Republic,,18602
,organisation,GdG-KMSfB,GDG-KMSFB,,18603
,organisation,ACOD,ACOD,,18604
,organisation,CSC-Transcom,CSC-TRANSCOM,,18605
,organisation,ACV-TRANSCOM,ACV-TRANSCOM,,18606
,organisation,UBMD,UBMD,,18607
,organisation,HGU,HGU,,18608
,organisation,DMF,DMF,,18609
,organisation,SML,SML,,18610
,organisation,SNAM,SNAM,,18611
,organisation,DOV,DOV,,18612
,organisation,VER.DI,VER.DI,,18613
,organisation,PMU,PMU,,18614
,organisation,MZTSZ,MZTSZ,,18615
,organisation,IMU,IMU,,18616
,organisation,KNTV,KNTV,,18617
,organisation,FNV-KIEM,FNV-KIEM,,18618
,organisation,MFO,MFO,,18619
,organisation,FORUM,FORUM,,18620
,organisation,SMP,SMP,,18621
,organisation,FAIR,FAIR,,18622
,organisation,UNIA,UNIA,,18623
,organisation,FSC-CCOO,FSC-CCOO,,18624
,organisation,SMF,SMF,,18625
,organisation,BMU,BMU,,18626
,organisation,AFM,AFM,,18627
,organisation,MUJ,MUJ,,18628
,organisation,SINDMUSI,SINDMUSI,,18629
,organisation,SITMUCH,SITMUCH,,18630
,organisation,SIMUHS,SIMUHS,,18631
,organisation,JFM,JFM,,18632
,organisation,SITMAS,SITMAS,,18633
,organisation,FMB,FMB,,18634
,organisation,SYNAM,SYNAM,,18635
,organisation,SYCAMU,SYCAMU,,18636
,organisation,MUSIGA,MUSIGA,,18637
,organisation,AMIG,AMIG,,18638
,organisation,MAM,MAM,,18639
,organisation,ORUUANO,ORUUANO,,18640
,organisation,ANACIMM,ANACIMM,,18641
,organisation,AMS,AMS,,18642
,organisation,CWUSA,CWUSA,,18643
,organisation,SARIAC,SARIAC,,18644
,organisation,UMU,UMU,,18645
,organisation,SIMCCAP,SIMCCAP,,18646
,organisation,TAMUNET,TAMUNET,,18647
,organisation,KAU,KAU,,18648
,organisation,MEAA,MEAA,,18649
,organisation,MUI,MUI,,18650
,organisation,SMU,SMU,,18651
,organisation,SFWU,SFWU,,18652
,organisation,SMV-USDAM,SMV-USDAM,,18653
,organisation,MFI,MFI,,18654
,organisation,LKDAF,LKDAF,,18655
,organisation,SADEM,SADEM,,18656
,organisation,APFUTU,APFUTU,,18657
,organisation,PA-SY-NEK,PA-SY-NEK,,18658
,organisation,GWU,GWU,,18659
,organisation,UMCA,UMCA,,18660
,organisation,FUDEM,FUDEM,,18661
,organisation,MUSIGAM,MUSIGAM,,18662
,organisation,MULIB,MULIB,,18663
,organisation,SLC-CGIL,SLC-CGIL,,18664
,organisation,coalition suisse,coalition suisse,,18665
,organisation,coalition belge,coalition belge,,18666
,organisation,coaliton UK,coaliton UK,,18667
,organisation,coalition slovaque,coalition slovaque,,18668
,organisation,coalition italienne,coalition italienne,,18669
,organisation,coalition portuguaise,coalition portuguaise,,18670
,organisation,coalition espagnole,coalition espagnole,,18671
,organisation,coalition francaise,coalition francaise,,18672
,organisation,coalition allemande,coalition allemande,,18673
,organisation,coalition hongroise,coalition hongroise,,18674
,organisation,coalition autrichienne,coalition autrichienne,,18675
,organisation,coalition irlandaise,coalition irlandaise,,18676
,organisation,coalition suedoise,coalition suedoise,,18677
,organisation,Albanian Physical Society,Albanian Physical Society,,18678
,organisation,Armenian Physical Society,Armenian Physical Society,,18679
,organisation,Österreichische Physikalische Gesellschaft,Österreichische Physikalische Gesellschaft,,18680
,organisation,Belarussian Physical Society,Belarussian Physical Society,,18681
,organisation,Société Belge de Physique,Société Belge de Physique,,18682
,organisation,Union of Physicists in Bulgaria,Union of Physicists in Bulgaria,,18683
,organisation,Croatian Physical Society,Croatian Physical Society,,18684
,organisation,Czech Society of Physicists and Mathematicians,Czech Society of Physicists and Mathematicians,,18685
,organisation,Danish Physical Society,Danish Physical Society,,18686
,organisation,Estonian Physical Society,Estonian Physical Society,,18687
,organisation,Finnish Physical Society,Finnish Physical Society,,18688
,organisation,Société Française de Physique,Société Française de Physique,,18689
,organisation,Deutsche Physikalische Gesellschaft,Deutsche Physikalische Gesellschaft,,18690
,organisation,Gerogian Physical Society,Gerogian Physical Society,,18691
,organisation,Hellenic Physical Society,Hellenic Physical Society,,18692
,organisation,Eotvos Lorand Physical Society,Eotvos Lorand Physical Society,,18693
,organisation,Incelandic Physical Society,Incelandic Physical Society,,18694
,organisation,Irael Physical Society,Irael Physical Society,,18695
,organisation,Società Italiana di Fisica,Società Italiana di Fisica,,18696
,organisation,Latvian Physical Society,Latvian Physical Society,,18697
,organisation,Liechtenstein Scientific Society,Liechtenstein Scientific Society,,18698
,organisation,Lithuanian Physical Society,Lithuanian Physical Society,,18699
,organisation,Society of Physicists of Macedonia,Society of Physicists of Macedonia,,18700
,organisation,Moldavan Physical Society,Moldavan Physical Society,,18701
,organisation,Physical Society of Montenegro,Physical Society of Montenegro,,18702
,organisation,Nederlandse Natuurkundige Vereniging,Nederlandse Natuurkundige Vereniging,,18703
,organisation,Norwegian Physical Society,Norwegian Physical Society,,18704
